UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
310,Male,23,J-Pop,25,Yes,QQ Music,Brazil,Family,Low,Tablet,Afternoon,27
311,Male,19,K-Pop,18,Yes,Apple Music,Brazil,Free,Low,PC,Evening,45
312,Male,30,Rock,22,Yes,Apple Music,Brazil,Premium,Medium,PC,Evening,39
313,Male,21,Rock,9,No,NetEase Cloud,Japan,Student,Medium,Tablet,Evening,68
314,Male,45,Traditional,9,Yes,NetEase Cloud,Germany,Premium,High,PC,Evening,27
315,Female,39,Oldies,11,No,Spotify,France,Free,Medium,PC,Morning,30
316,Female,24,Chill,14,No,Spotify,Korea,Premium,Low,Smart Speaker,Morning,37
317,Female,18,K-Pop,27,Yes,Apple Music,Korea,Free,High,PC,Evening,92
318,Female,18,Pop,8,Yes,QQ Music,France,Premium,Low,PC,Evening,0
319,Male,21,Pop,15,No,Apple Music,USA,Free,Low,Tablet,Morning,49
320,Male,23,Pop,8,Yes,QQ Music,Brazil,Family,High,PC,Afternoon,5
321,Male,25,EDM,26,No,NetEase Cloud,Germany,Premium,High,Mobile,Evening,49
322,Male,18,Chill,19,No,QQ Music,India,Premium,Low,Tablet,Night,57
323,Female,34,Chill,11,Yes,QQ Music,UK,Premium,High,Smart Speaker,Night,35
324,Male,18,J-Pop,28,Yes,NetEase Cloud,Australia,Free,High,Tablet,Evening,51
325,Female,31,Traditional,10,Yes,YouTube Music,Australia,Family,Medium,PC,Afternoon,24
326,Male,28,Chill,15,Yes,Apple Music,China,Free,Medium,Mobile,Morning,12
327,Female,27,EDM,19,Yes,Spotify,France,Free,Low,PC,Evening,6
328,Male,32,Jazz,19,Yes,QQ Music,Korea,Free,Low,PC,Afternoon,24
329,Female,29,K-Pop,26,Yes,Spotify,Australia,Student,High,Tablet,Afternoon,61
330,Female,22,Pop,19,No,Spotify,Korea,Student,High,PC,Evening,39
331,Female,20,J-Pop,25,No,Apple Music,Japan,Student,Medium,Mobile,Afternoon,33
332,Male,21,Chill,10,Yes,YouTube Music,UK,Premium,High,Smart Speaker,Night,71
333,Male,28,Rock,19,Yes,YouTube Music,Germany,Free,Low,Tablet,Afternoon,18
334,Male,28,Rock,17,Yes,YouTube Music,Japan,Premium,Medium,Mobile,Evening,44
335,Female,19,Rock,18,No,YouTube Music,Brazil,Free,Low,PC,Night,31
336,Female,20,Rock,22,Yes,NetEase Cloud,USA,Premium,Low,PC,Night,9
337,Female,43,Oldies,16,Yes,Spotify,France,Student,Low,Smart Speaker,Evening,14
338,Female,23,Chill,15,No,Spotify,China,Family,Low,Mobile,Afternoon,40
339,Male,23,EDM,28,Yes,NetEase Cloud,India,Premium,Low,Mobile,Evening,100
340,Female,21,Rock,7,Yes,Apple Music,India,Premium,Medium,Smart Speaker,Evening,56
341,Male,34,EDM,28,No,QQ Music,UK,Family,Low,PC,Night,32
342,Female,23,EDM,16,Yes,YouTube Music,USA,Free,Low,PC,Afternoon,76
343,Male,18,Pop,17,No,YouTube Music,Germany,Premium,Low,PC,Evening,22
344,Female,21,K-Pop,20,No,NetEase Cloud,Australia,Premium,Low,Tablet,Morning,58
345,Female,21,K-Pop,16,Yes,YouTube Music,UK,Premium,High,Mobile,Evening,67
346,Male,34,Jazz,10,No,NetEase Cloud,Korea,Family,Medium,Smart Speaker,Morning,63
347,Male,38,Jazz,14,Yes,QQ Music,USA,Premium,Medium,Tablet,Night,51
348,Female,36,Rock,17,No,Spotify,UK,Premium,High,Mobile,Afternoon,46
349,Female,18,K-Pop,21,Yes,YouTube Music,Brazil,Family,Low,Smart Speaker,Afternoon,51
350,Female,36,Jazz,16,No,Apple Music,USA,Student,Medium,Smart Speaker,Evening,38
351,Male,25,EDM,15,No,NetEase Cloud,France,Free,Low,PC,Evening,36
352,Male,36,Oldies,11,No,QQ Music,Japan,Family,High,PC,Afternoon,37
353,Male,25,Jazz,13,No,Apple Music,Germany,Student,Medium,Smart Speaker,Night,44
354,Male,20,Pop,23,Yes,Spotify,Korea,Free,Medium,PC,Evening,41
355,Male,26,Rock,16,Yes,Apple Music,Germany,Family,Low,PC,Night,53
356,Female,22,Jazz,13,Yes,NetEase Cloud,USA,Premium,High,Mobile,Night,34
357,Female,28,Rock,26,Yes,YouTube Music,Australia,Family,Medium,Smart Speaker,Night,32
358,Male,45,Jazz,11,No,Spotify,UK,Free,Low,Smart Speaker,Evening,49
359,Female,45,Traditional,8,No,NetEase Cloud,USA,Free,Low,Smart Speaker,Night,23
360,Male,34,Jazz,18,Yes,QQ Music,Brazil,Free,Low,PC,Afternoon,26
361,Male,19,K-Pop,30,Yes,Apple Music,India,Premium,Low,Mobile,Afternoon,53
362,Male,41,Jazz,13,No,Apple Music,Brazil,Student,High,Smart Speaker,Morning,54
363,Male,18,K-Pop,18,Yes,Spotify,China,Student,Medium,Tablet,Night,85
364,Male,21,EDM,30,No,Spotify,UK,Family,Low,PC,Night,82
365,Female,41,Traditional,5,Yes,QQ Music,Korea,Premium,High,Smart Speaker,Morning,19
366,Female,21,K-Pop,30,Yes,QQ Music,Korea,Student,Medium,Smart Speaker,Night,86
367,Female,37,Traditional,15,No,Spotify,France,Student,Medium,Tablet,Afternoon,27
368,Female,45,Traditional,13,Yes,NetEase Cloud,Australia,Premium,Low,Mobile,Afternoon,0
369,Male,21,Pop,11,Yes,NetEase Cloud,Australia,Free,Medium,Smart Speaker,Morning,40
370,Female,30,Rock,19,No,Spotify,Korea,Free,Low,Mobile,Afternoon,62
371,Female,27,Rock,10,Yes,Apple Music,China,Family,High,Mobile,Afternoon,0
372,Male,25,Rock,16,Yes,YouTube Music,Japan,Free,Medium,Smart Speaker,Afternoon,20
373,Female,18,Rock,13,No,QQ Music,Brazil,Free,Low,Tablet,Evening,36
374,Female,38,Chill,18,No,NetEase Cloud,Australia,Student,High,Smart Speaker,Night,63
375,Female,18,Rock,23,Yes,YouTube Music,France,Premium,Low,Mobile,Morning,40
376,Female,25,J-Pop,19,Yes,Apple Music,USA,Student,Medium,Mobile,Night,69
377,Male,42,Oldies,9,No,QQ Music,France,Family,High,Tablet,Morning,24
378,Male,23,Rock,20,Yes,NetEase Cloud,USA,Free,Medium,PC,Morning,16
379,Female,39,Oldies,14,Yes,NetEase Cloud,Germany,Student,Medium,Tablet,Night,25
380,Male,28,J-Pop,26,Yes,Apple Music,Brazil,Free,Low,Tablet,Night,49
381,Female,26,Rock,19,Yes,Apple Music,Japan,Premium,Low,Mobile,Afternoon,48
382,Female,18,Chill,15,Yes,NetEase Cloud,Japan,Student,High,Tablet,Afternoon,8
383,Female,45,Jazz,14,No,NetEase Cloud,Brazil,Free,Low,Mobile,Evening,27
384,Male,45,Oldies,15,Yes,YouTube Music,Brazil,Free,High,Smart Speaker,Night,11
385,Male,31,Chill,14,Yes,Apple Music,Australia,Student,Medium,PC,Morning,3
386,Female,35,Oldies,12,Yes,Apple Music,Germany,Family,Medium,Smart Speaker,Night,23
387,Male,18,J-Pop,28,No,YouTube Music,China,Premium,Medium,Mobile,Night,48
388,Male,23,Pop,22,Yes,Apple Music,Japan,Student,Medium,Tablet,Afternoon,27
389,Male,36,Chill,14,Yes,Spotify,Australia,Premium,High,Tablet,Afternoon,18
390,Male,44,Oldies,20,Yes,QQ Music,France,Free,High,Smart Speaker,Evening,33
391,Female,45,Traditional,9,Yes,Spotify,USA,Premium,Medium,Tablet,Afternoon,4
392,Female,28,K-Pop,30,Yes,Apple Music,India,Student,Low,PC,Morning,85
393,Female,19,K-Pop,14,Yes,YouTube Music,India,Premium,Medium,Smart Speaker,Morning,33
394,Female,18,Chill,16,Yes,NetEase Cloud,USA,Family,High,PC,Morning,63
395,Female,21,J-Pop,23,No,Apple Music,Germany,Premium,Low,Mobile,Morning,74
396,Male,39,Traditional,20,No,NetEase Cloud,USA,Family,Medium,Tablet,Evening,39
397,Male,39,Oldies,10,No,QQ Music,China,Family,Medium,PC,Night,33
398,Female,19,K-Pop,14,Yes,Spotify,Australia,Free,High,Smart Speaker,Afternoon,80
399,Female,44,Chill,17,No,QQ Music,India,Student,High,Mobile,Evening,12
400,Female,19,Chill,17,Yes,NetEase Cloud,UK,Premium,High,Mobile,Evening,26
401,Female,22,Rock,24,Yes,QQ Music,China,Free,High,Tablet,Morning,54
402,Male,45,Traditional,8,Yes,NetEase Cloud,France,Premium,Low,Tablet,Night,16
403,Male,28,EDM,28,No,Spotify,Japan,Premium,Low,PC,Morning,98
404,Female,42,Oldies,22,Yes,NetEase Cloud,Germany,Premium,High,Tablet,Night,31
405,Female,27,J-Pop,20,Yes,Spotify,Korea,Student,Low,Smart Speaker,Night,50
406,Male,45,Oldies,21,No,Apple Music,Japan,Family,Medium,PC,Night,33
407,Female,20,K-Pop,30,Yes,NetEase Cloud,Germany,Premium,Low,PC,Afternoon,11
408,Female,18,Rock,22,Yes,QQ Music,Brazil,Premium,Medium,Smart Speaker,Morning,40
409,Female,45,Traditional,12,Yes,YouTube Music,Germany,Family,High,Smart Speaker,Evening,25
410,Female,20,Rock,21,Yes,QQ Music,Germany,Free,Medium,PC,Evening,59
411,Male,28,J-Pop,30,No,YouTube Music,UK,Free,High,Mobile,Evening,54
412,Female,43,Traditional,5,Yes,QQ Music,UK,Student,High,PC,Afternoon,14
413,Male,40,Traditional,16,Yes,NetEase Cloud,China,Family,High,PC,Night,13
414,Male,41,Jazz,14,Yes,Apple Music,Korea,Premium,Low,Smart Speaker,Night,27
415,Female,36,Jazz,13,Yes,NetEase Cloud,Brazil,Student,Medium,PC,Evening,23
416,Female,18,K-Pop,21,Yes,Spotify,Germany,Free,Low,Mobile,Night,45
417,Female,19,J-Pop,24,Yes,Apple Music,France,Family,High,Smart Speaker,Night,61
418,Female,23,J-Pop,27,No,NetEase Cloud,India,Family,Low,Tablet,Afternoon,60
419,Male,29,Chill,14,Yes,Apple Music,Brazil,Premium,High,PC,Morning,40
420,Female,37,Chill,25,No,Spotify,Korea,Free,Medium,Mobile,Afternoon,56
421,Female,36,Oldies,12,No,YouTube Music,France,Family,High,Tablet,Morning,33
422,Male,45,Oldies,17,Yes,Apple Music,Japan,Premium,High,Mobile,Morning,24
423,Female,18,Rock,12,Yes,Apple Music,UK,Family,Low,PC,Morning,45
424,Female,26,EDM,16,Yes,Spotify,Japan,Family,High,Smart Speaker,Afternoon,61
425,Male,28,Rock,11,Yes,NetEase Cloud,France,Family,Medium,Smart Speaker,Afternoon,62
426,Female,21,EDM,30,No,YouTube Music,Japan,Free,Medium,Mobile,Morning,46
427,Male,18,K-Pop,19,Yes,Apple Music,Brazil,Free,High,Mobile,Night,53
428,Female,37,Oldies,11,No,Apple Music,Australia,Free,Medium,Smart Speaker,Evening,29
429,Male,21,J-Pop,21,No,Apple Music,Brazil,Student,High,Tablet,Night,19
430,Male,27,Rock,17,No,Apple Music,Germany,Free,High,Smart Speaker,Evening,72
431,Female,18,Pop,7,Yes,Spotify,India,Premium,Medium,Tablet,Night,58
432,Male,35,Chill,10,Yes,Apple Music,USA,Family,Low,Mobile,Morning,7
433,Female,45,Jazz,22,Yes,YouTube Music,Germany,Family,High,Smart Speaker,Evening,0
434,Female,22,Rock,27,No,Spotify,Korea,Family,Low,Smart Speaker,Night,30
435,Female,22,Rock,16,Yes,Apple Music,France,Family,Low,PC,Night,17
436,Female,18,Chill,23,No,YouTube Music,China,Free,High,Mobile,Afternoon,1
437,Female,26,Rock,23,Yes,QQ Music,Korea,Student,Medium,Mobile,Morning,10
438,Female,33,Oldies,19,Yes,QQ Music,Australia,Free,High,Smart Speaker,Evening,31
439,Female,25,Chill,24,Yes,YouTube Music,Korea,Family,Medium,Tablet,Evening,56
440,Female,26,Rock,12,Yes,Apple Music,Germany,Free,High,Smart Speaker,Evening,31
441,Male,26,Rock,16,Yes,Apple Music,Australia,Free,Low,Tablet,Afternoon,58
442,Female,32,Traditional,6,Yes,Spotify,Germany,Free,High,Smart Speaker,Night,21
443,Male,18,K-Pop,18,Yes,Apple Music,Germany,Free,Medium,Tablet,Afternoon,19
444,Male,21,K-Pop,22,No,Spotify,Korea,Family,Medium,Tablet,Evening,68
445,Male,40,Oldies,12,Yes,Apple Music,UK,Premium,High,Tablet,Evening,39
446,Male,34,Traditional,14,No,NetEase Cloud,Brazil,Family,Medium,PC,Night,3
447,Female,36,Traditional,7,No,NetEase Cloud,Japan,Premium,High,PC,Evening,27
448,Female,31,Chill,16,Yes,YouTube Music,Germany,Family,Low,Smart Speaker,Night,15
449,Male,19,K-Pop,17,Yes,NetEase Cloud,China,Premium,High,Smart Speaker,Evening,62
450,Male,19,Rock,25,Yes,QQ Music,Australia,Free,High,Mobile,Morning,6
451,Male,23,Chill,27,Yes,QQ Music,Germany,Student,Medium,Tablet,Evening,27
452,Female,18,EDM,26,No,Spotify,India,Student,High,Smart Speaker,Evening,48
453,Female,18,K-Pop,15,No,QQ Music,Brazil,Student,Low,Tablet,Morning,100
454,Female,40,Traditional,5,Yes,Apple Music,UK,Free,Low,Mobile,Morning,34
455,Female,28,Rock,13,No,Spotify,France,Family,High,Tablet,Evening,21
456,Female,28,EDM,23,No,NetEase Cloud,UK,Premium,Medium,Mobile,Evening,11
457,Male,35,Rock,15,Yes,NetEase Cloud,Japan,Student,Low,Smart Speaker,Morning,69
458,Female,31,EDM,16,Yes,QQ Music,India,Premium,High,PC,Afternoon,85
459,Male,21,Rock,6,Yes,QQ Music,France,Family,High,PC,Afternoon,31
460,Male,27,Rock,15,Yes,Apple Music,Brazil,Free,Low,Smart Speaker,Night,33
461,Male,31,Rock,18,Yes,NetEase Cloud,France,Free,Medium,PC,Afternoon,23
462,Male,40,Jazz,15,Yes,QQ Music,France,Premium,High,Smart Speaker,Morning,0
463,Female,36,Chill,19,Yes,NetEase Cloud,Brazil,Premium,Low,Smart Speaker,Night,35
464,Female,42,Jazz,11,No,NetEase Cloud,Brazil,Premium,High,Smart Speaker,Evening,35
465,Female,32,Traditional,13,Yes,QQ Music,Germany,Student,Low,Smart Speaker,Afternoon,39
466,Female,18,K-Pop,17,Yes,NetEase Cloud,Korea,Student,High,PC,Afternoon,40
467,Female,22,J-Pop,15,Yes,QQ Music,UK,Student,Medium,Mobile,Evening,57
468,Male,45,Oldies,15,Yes,YouTube Music,Germany,Student,Medium,Smart Speaker,Morning,3
469,Female,29,Pop,26,No,QQ Music,India,Free,Low,Tablet,Afternoon,63
470,Female,44,Traditional,12,No,NetEase Cloud,UK,Student,High,Smart Speaker,Night,30
471,Female,36,Rock,12,Yes,YouTube Music,India,Family,Medium,Mobile,Afternoon,61
472,Male,41,Traditional,11,No,NetEase Cloud,India,Premium,Low,Smart Speaker,Evening,4
473,Male,23,Rock,12,Yes,NetEase Cloud,Brazil,Premium,Medium,Smart Speaker,Night,30
474,Female,32,Oldies,10,Yes,YouTube Music,Australia,Student,Medium,Tablet,Evening,20
475,Male,24,EDM,12,No,Apple Music,Germany,Student,High,Mobile,Morning,23
476,Male,44,Traditional,8,No,YouTube Music,China,Family,High,PC,Evening,30
477,Male,26,Rock,21,No,NetEase Cloud,UK,Free,Medium,PC,Morning,68
478,Male,22,EDM,20,No,NetEase Cloud,Japan,Premium,Medium,PC,Morning,81
479,Female,45,Traditional,11,Yes,Apple Music,India,Student,Medium,Smart Speaker,Night,33
480,Female,22,EDM,25,Yes,YouTube Music,Korea,Free,Medium,PC,Evening,60
481,Male,27,Jazz,15,Yes,QQ Music,France,Premium,Low,Mobile,Afternoon,50
482,Male,36,Chill,17,No,NetEase Cloud,Germany,Family,Low,PC,Afternoon,32
483,Male,22,K-Pop,28,No,YouTube Music,Germany,Family,Medium,Tablet,Night,67
484,Male,32,Jazz,16,No,Spotify,UK,Student,High,Smart Speaker,Afternoon,37
485,Male,26,Jazz,15,Yes,NetEase Cloud,China,Premium,High,Tablet,Night,0
486,Male,44,Traditional,14,No,QQ Music,Japan,Family,Low,PC,Evening,27
487,Female,22,Rock,19,No,NetEase Cloud,UK,Family,Medium,Tablet,Morning,68
488,Male,29,J-Pop,21,Yes,YouTube Music,USA,Premium,High,Smart Speaker,Morning,52
489,Female,45,Traditional,5,Yes,Apple Music,USA,Premium,Medium,Mobile,Evening,16
490,Female,45,Oldies,17,No,Spotify,Korea,Free,Low,Mobile,Evening,29
491,Female,18,K-Pop,22,No,QQ Music,France,Free,Low,Mobile,Evening,43
492,Male,37,Jazz,10,Yes,NetEase Cloud,China,Free,High,Mobile,Evening,14
493,Male,18,J-Pop,29,Yes,QQ Music,India,Student,Medium,Smart Speaker,Night,42
494,Female,24,Pop,19,Yes,Apple Music,China,Free,Low,Mobile,Afternoon,21
495,Female,18,EDM,16,No,Spotify,Brazil,Family,High,Smart Speaker,Afternoon,41
496,Male,23,J-Pop,17,No,QQ Music,Germany,Free,Medium,PC,Afternoon,81
497,Male,43,Jazz,19,No,YouTube Music,China,Premium,Medium,Smart Speaker,Afternoon,28
498,Male,34,Rock,16,Yes,YouTube Music,France,Premium,Low,Smart Speaker,Morning,39
499,Male,43,Traditional,14,No,QQ Music,USA,Student,High,PC,Night,26
500,Male,39,Traditional,9,Yes,Spotify,China,Student,Medium,Tablet,Night,26
501,Female,39,Chill,14,No,NetEase Cloud,Brazil,Free,High,Mobile,Afternoon,6
502,Male,22,EDM,29,Yes,YouTube Music,USA,Premium,Medium,Smart Speaker,Night,100
503,Female,18,J-Pop,19,No,NetEase Cloud,India,Free,Medium,PC,Night,42
504,Female,45,Oldies,12,Yes,NetEase Cloud,Germany,Premium,Medium,Tablet,Evening,14
505,Female,37,Chill,14,No,QQ Music,China,Premium,High,Smart Speaker,Evening,12
506,Female,18,Pop,30,Yes,YouTube Music,Brazil,Family,Low,PC,Evening,53
507,Male,42,Traditional,11,Yes,QQ Music,France,Family,Medium,Mobile,Afternoon,22
508,Female,41,Oldies,14,Yes,Apple Music,China,Free,Low,Mobile,Night,26
509,Female,45,Traditional,12,Yes,NetEase Cloud,Brazil,Family,Medium,Tablet,Afternoon,10
510,Male,25,Chill,5,Yes,Spotify,USA,Student,Low,PC,Evening,71
511,Male,41,Jazz,10,Yes,NetEase Cloud,Brazil,Family,High,Tablet,Night,25
512,Female,18,K-Pop,30,Yes,Spotify,India,Family,Medium,Tablet,Evening,26
513,Male,42,Traditional,11,No,QQ Music,UK,Free,Medium,Mobile,Afternoon,28
514,Male,39,Oldies,5,No,YouTube Music,UK,Student,Low,Mobile,Morning,21
515,Male,19,Rock,18,Yes,NetEase Cloud,France,Free,Low,Smart Speaker,Evening,68
516,Male,18,Rock,13,Yes,Apple Music,China,Premium,Low,Tablet,Afternoon,28
517,Male,19,K-Pop,28,Yes,NetEase Cloud,UK,Family,High,Mobile,Evening,51
518,Female,42,Oldies,9,Yes,Spotify,China,Student,Medium,Smart Speaker,Afternoon,27
519,Male,45,Traditional,9,No,Spotify,Brazil,Premium,High,Mobile,Night,27
520,Male,23,Pop,27,Yes,Spotify,Brazil,Student,High,PC,Afternoon,40
521,Male,38,Jazz,14,No,YouTube Music,China,Premium,Low,Tablet,Morning,28
522,Male,22,K-Pop,26,Yes,Apple Music,USA,Premium,Low,Mobile,Night,30
523,Female,45,Traditional,5,No,Apple Music,France,Free,Medium,Smart Speaker,Morning,13
524,Male,39,Oldies,15,No,Spotify,France,Free,Medium,Smart Speaker,Morning,43
525,Female,26,Oldies,10,Yes,Apple Music,India,Family,Medium,Smart Speaker,Morning,0
526,Male,24,EDM,27,No,Apple Music,Japan,Premium,Low,Mobile,Evening,99
527,Female,21,K-Pop,30,Yes,QQ Music,USA,Student,Low,Mobile,Night,66
528,Male,19,J-Pop,13,Yes,Apple Music,Australia,Premium,High,Mobile,Night,54
529,Male,18,Rock,25,No,Spotify,Brazil,Free,Medium,Mobile,Night,36
530,Female,45,Oldies,10,No,YouTube Music,France,Student,High,Mobile,Morning,28
531,Male,41,Oldies,12,Yes,QQ Music,Japan,Student,Medium,Smart Speaker,Morning,19
532,Female,44,Traditional,8,Yes,Apple Music,Japan,Family,Medium,Tablet,Night,7
533,Male,45,Traditional,14,Yes,QQ Music,France,Premium,Medium,PC,Night,20
534,Female,33,EDM,22,No,NetEase Cloud,UK,Family,High,Smart Speaker,Evening,93
535,Female,33,Chill,10,No,QQ Music,India,Family,High,PC,Morning,68
536,Male,45,Traditional,11,Yes,QQ Music,Australia,Premium,High,Tablet,Night,27
537,Female,37,Oldies,17,No,QQ Music,France,Free,Low,Mobile,Morning,0
538,Male,18,Pop,26,Yes,Apple Music,China,Free,Low,Mobile,Evening,39
539,Female,22,K-Pop,13,Yes,QQ Music,China,Student,High,Tablet,Night,91
540,Male,32,Rock,16,Yes,YouTube Music,Germany,Free,Low,Smart Speaker,Night,31
541,Female,45,Traditional,19,Yes,Apple Music,UK,Family,Low,Mobile,Afternoon,29
542,Female,45,Jazz,10,Yes,Spotify,UK,Free,High,PC,Evening,17
543,Male,18,Pop,23,Yes,NetEase Cloud,Brazil,Student,Medium,PC,Afternoon,48
544,Female,30,Chill,21,Yes,Spotify,Brazil,Free,Low,Tablet,Afternoon,57
545,Male,22,Jazz,12,Yes,Apple Music,India,Premium,High,Mobile,Evening,42
546,Male,19,J-Pop,17,Yes,Spotify,Korea,Family,Medium,Mobile,Night,68
547,Male,18,Rock,16,Yes,NetEase Cloud,UK,Family,Low,Mobile,Evening,46
548,Male,26,Chill,21,Yes,QQ Music,France,Family,High,Mobile,Morning,24
549,Male,32,EDM,23,Yes,Spotify,Japan,Student,Medium,PC,Night,76
550,Male,39,Chill,13,Yes,Apple Music,Germany,Family,Low,PC,Morning,0
551,Male,26,EDM,25,No,YouTube Music,Japan,Student,High,Mobile,Evening,73
552,Male,38,Oldies,10,Yes,NetEase Cloud,Korea,Family,High,Tablet,Morning,49
553,Male,18,EDM,30,Yes,Spotify,Australia,Free,Low,Tablet,Morning,45
554,Male,32,Jazz,13,No,YouTube Music,Brazil,Premium,High,PC,Evening,17
555,Male,43,Oldies,19,Yes,NetEase Cloud,Australia,Family,Medium,Tablet,Afternoon,30
556,Female,21,K-Pop,16,Yes,Spotify,Korea,Free,High,PC,Afternoon,65
557,Male,38,Pop,17,Yes,Apple Music,Korea,Free,Low,PC,Afternoon,36
558,Male,21,Rock,15,Yes,YouTube Music,France,Premium,Medium,Smart Speaker,Evening,0
559,Male,36,Chill,11,No,YouTube Music,Japan,Free,High,Tablet,Afternoon,6
560,Female,41,Jazz,9,Yes,Spotify,Japan,Student,High,Smart Speaker,Afternoon,24
561,Male,45,Chill,8,Yes,Spotify,China,Family,Medium,Smart Speaker,Evening,7
562,Male,24,Pop,28,Yes,Apple Music,France,Free,Medium,Mobile,Afternoon,10
563,Male,25,Pop,24,Yes,Apple Music,Korea,Family,Low,Mobile,Afternoon,0
564,Female,29,Rock,23,Yes,QQ Music,France,Premium,High,PC,Night,33
565,Male,28,J-Pop,28,Yes,Spotify,USA,Premium,Medium,Smart Speaker,Morning,51
566,Female,31,Jazz,10,No,Apple Music,UK,Premium,High,Mobile,Afternoon,29
567,Male,23,K-Pop,20,No,Spotify,France,Free,High,PC,Morning,11
568,Male,27,K-Pop,24,Yes,Apple Music,India,Free,High,Smart Speaker,Afternoon,47
569,Female,45,Traditional,18,No,NetEase Cloud,Australia,Free,Low,Smart Speaker,Afternoon,0
570,Female,24,J-Pop,13,No,Apple Music,Korea,Student,High,Mobile,Morning,58
571,Female,24,EDM,30,No,Apple Music,Germany,Free,Low,PC,Afternoon,47
572,Male,26,Oldies,10,Yes,NetEase Cloud,Japan,Premium,High,Smart Speaker,Night,29
573,Female,26,K-Pop,14,No,NetEase Cloud,USA,Student,Low,Smart Speaker,Night,75
574,Female,29,Jazz,16,Yes,QQ Music,Australia,Premium,Low,Tablet,Morning,22
575,Male,41,Oldies,17,No,Apple Music,USA,Premium,High,Mobile,Morning,10
576,Male,37,Traditional,12,Yes,NetEase Cloud,UK,Student,Low,Smart Speaker,Evening,44
577,Male,18,Pop,30,No,QQ Music,Japan,Family,Low,Smart Speaker,Afternoon,89
578,Female,41,Traditional,10,Yes,QQ Music,USA,Family,Low,PC,Evening,13
579,Male,23,EDM,13,No,Spotify,USA,Family,High,Smart Speaker,Night,58
580,Male,33,Pop,15,Yes,NetEase Cloud,Japan,Student,Medium,Smart Speaker,Morning,39
581,Female,18,K-Pop,25,No,YouTube Music,China,Free,Medium,Tablet,Afternoon,60
582,Male,42,Traditional,11,No,NetEase Cloud,Brazil,Family,High,Tablet,Night,17
583,Male,27,EDM,24,Yes,NetEase Cloud,India,Premium,Low,Tablet,Night,67
584,Female,23,J-Pop,28,Yes,QQ Music,China,Free,High,Tablet,Afternoon,62
585,Female,36,Jazz,22,Yes,NetEase Cloud,UK,Student,Medium,Smart Speaker,Morning,36
586,Female,32,Pop,24,Yes,NetEase Cloud,Brazil,Free,Medium,Mobile,Morning,4
587,Female,32,Rock,18,No,QQ Music,USA,Family,Low,Smart Speaker,Afternoon,38
588,Female,26,Rock,15,Yes,QQ Music,China,Free,High,Mobile,Night,44
589,Male,21,Rock,25,Yes,Spotify,UK,Student,Medium,Mobile,Night,37
590,Female,20,Pop,13,No,Spotify,China,Student,High,Smart Speaker,Afternoon,50
591,Female,24,Pop,22,Yes,NetEase Cloud,Germany,Free,Medium,Smart Speaker,Evening,22
592,Male,22,Jazz,18,Yes,NetEase Cloud,India,Family,Medium,Smart Speaker,Afternoon,52
593,Female,18,Pop,30,Yes,Apple Music,Brazil,Student,Medium,Mobile,Morning,51
594,Female,21,J-Pop,19,Yes,YouTube Music,Germany,Premium,High,PC,Evening,25
