UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
311,Female,45,Traditional,21,Yes,NetEase Cloud,Korea,Family,Low,Mobile,Night,37
312,Male,42,Oldies,5,Yes,Amazon Music,Japan,Family,High,Mobile,Evening,24
313,Female,42,Chill,18,Yes,Apple Music,USA,Free,Medium,Tablet,Morning,29
314,Female,35,Oldies,19,No,Amazon Music,India,Family,High,Mobile,Evening,6
315,Male,40,Jazz,16,Yes,Apple Music,Australia,Free,Low,Tablet,Afternoon,9
316,Male,27,EDM,16,Yes,YouTube Music,Japan,Premium,High,PC,Afternoon,89
317,Female,20,K-Pop,10,No,Spotify,Korea,Premium,Medium,Tablet,Afternoon,36
318,Male,24,Rock,30,Yes,Apple Music,China,Family,High,Mobile,Evening,98
319,Female,45,Chill,17,Yes,QQ Music,China,Premium,High,Mobile,Evening,19
320,Female,33,Traditional,20,Yes,Amazon Music,Australia,Free,Medium,Mobile,Night,30
321,Female,43,Traditional,18,Yes,NetEase Cloud,India,Premium,Medium,Mobile,Evening,11
322,Female,33,Pop,11,Yes,Amazon Music,Korea,Family,Medium,Mobile,Morning,37
323,Female,42,EDM,29,No,NetEase Cloud,Australia,Family,Medium,Mobile,Afternoon,10
324,Male,37,Jazz,20,Yes,NetEase Cloud,Korea,Free,Low,Mobile,Evening,5
325,Female,45,Traditional,27,No,NetEase Cloud,Germany,Premium,High,Tablet,Evening,14
326,Female,34,J-Pop,13,No,Apple Music,USA,Premium,High,Mobile,Evening,15
327,Female,19,EDM,30,No,YouTube Music,Germany,Free,High,Mobile,Evening,70
328,Female,18,Rock,18,Yes,YouTube Music,France,Free,High,Tablet,Evening,78
329,Female,33,Oldies,29,Yes,Apple Music,China,Free,High,Mobile,Evening,17
330,Female,29,Pop,28,No,Apple Music,Brazil,Family,Low,Mobile,Evening,74
331,Male,22,EDM,11,No,Apple Music,Germany,Student,Low,PC,Morning,41
332,Male,22,Pop,16,No,YouTube Music,India,Family,High,Mobile,Evening,62
333,Female,44,Oldies,7,Yes,Apple Music,Korea,Free,High,Tablet,Night,39
334,Female,40,Jazz,18,Yes,YouTube Music,USA,Premium,High,Mobile,Morning,7
335,Female,26,Jazz,23,No,Apple Music,India,Free,Low,Tablet,Morning,74
336,Male,26,Chill,15,No,YouTube Music,Brazil,Free,High,Mobile,Night,92
337,Female,20,Rock,9,Yes,Apple Music,USA,Free,Medium,PC,Afternoon,36
338,Female,36,Traditional,27,No,YouTube Music,Brazil,Free,Low,Mobile,Afternoon,14
339,Female,33,Chill,17,No,YouTube Music,Brazil,Family,Medium,Mobile,Morning,11
340,Female,33,J-Pop,14,Yes,Apple Music,UK,Family,Medium,Mobile,Morning,11
341,Female,20,J-Pop,11,No,YouTube Music,France,Premium,Medium,PC,Evening,60
342,Female,37,EDM,21,Yes,Apple Music,France,Family,Low,Tablet,Morning,38
343,Male,41,Oldies,20,No,NetEase Cloud,Korea,Free,Medium,Mobile,Evening,36
344,Female,39,Traditional,12,No,NetEase Cloud,Germany,Free,High,Mobile,Evening,25
345,Female,41,Jazz,21,Yes,Amazon Music,Australia,Free,High,Tablet,Afternoon,31
346,Female,18,J-Pop,17,No,YouTube Music,Germany,Premium,Medium,Tablet,Morning,31
347,Female,41,Traditional,15,No,NetEase Cloud,Germany,Family,Low,Mobile,Evening,36
348,Female,37,Traditional,24,No,Amazon Music,India,Free,High,Mobile,Morning,12
349,Female,28,K-Pop,22,Yes,Spotify,USA,Free,Low,PC,Evening,42
350,Female,34,Traditional,9,Yes,Apple Music,Australia,Free,High,Mobile,Afternoon,9
351,Female,25,EDM,10,No,Spotify,Brazil,Premium,Low,PC,Evening,59
352,Female,21,J-Pop,24,Yes,Spotify,Brazil,Student,High,Mobile,Afternoon,57
353,Male,23,Jazz,18,Yes,QQ Music,China,Family,Medium,Tablet,Night,87
354,Male,25,K-Pop,16,Yes,YouTube Music,USA,Premium,Medium,Mobile,Afternoon,94
355,Male,37,Chill,8,Yes,NetEase Cloud,Korea,Family,Medium,Tablet,Afternoon,5
356,Female,20,J-Pop,11,No,Spotify,UK,Student,Low,Tablet,Afternoon,53
357,Male,33,Traditional,15,No,Apple Music,UK,Free,Medium,Mobile,Night,33
358,Male,42,Traditional,24,No,YouTube Music,Germany,Premium,Low,Mobile,Afternoon,6
359,Male,20,J-Pop,6,No,Spotify,France,Student,High,PC,Morning,97
360,Male,42,Chill,8,No,QQ Music,China,Premium,High,Mobile,Morning,24
361,Female,35,Chill,11,Yes,Amazon Music,France,Premium,Low,Mobile,Night,22
362,Male,31,Chill,5,No,Amazon Music,Germany,Family,Medium,Mobile,Night,36
363,Male,35,Jazz,19,Yes,Amazon Music,UK,Premium,Low,Mobile,Night,19
364,Female,19,EDM,24,Yes,Apple Music,Germany,Student,Low,PC,Evening,38
365,Male,39,Oldies,26,Yes,Apple Music,Brazil,Premium,Low,Tablet,Afternoon,18
366,Female,20,Pop,28,Yes,Spotify,Germany,Free,High,PC,Afternoon,55
367,Male,33,J-Pop,12,Yes,NetEase Cloud,UK,Premium,High,Mobile,Night,5
368,Male,26,Pop,29,Yes,YouTube Music,Germany,Free,High,Mobile,Night,80
369,Male,21,Oldies,9,Yes,Spotify,India,Student,Medium,Tablet,Morning,81
370,Female,18,Pop,18,Yes,QQ Music,China,Free,High,PC,Morning,70
371,Male,21,Rock,22,Yes,Spotify,Japan,Premium,High,PC,Afternoon,93
372,Male,18,J-Pop,7,Yes,YouTube Music,Japan,Free,Low,Mobile,Morning,53
373,Female,31,Jazz,6,Yes,Amazon Music,India,Family,Medium,Mobile,Morning,11
374,Male,38,Pop,29,Yes,NetEase Cloud,Japan,Family,Low,Mobile,Afternoon,11
375,Male,33,Jazz,26,No,Apple Music,Germany,Family,Low,Tablet,Night,14
376,Male,37,Chill,20,No,Amazon Music,India,Free,Low,Mobile,Night,16
377,Male,41,Oldies,18,No,YouTube Music,Australia,Family,Low,Mobile,Afternoon,38
378,Male,25,Pop,20,No,YouTube Music,UK,Family,High,Tablet,Night,66
379,Female,24,J-Pop,15,No,Apple Music,Australia,Free,Medium,PC,Night,44
380,Female,20,Traditional,21,Yes,Apple Music,India,Premium,High,Mobile,Afternoon,86
381,Female,34,Jazz,7,Yes,YouTube Music,India,Free,Low,Mobile,Evening,37
382,Male,18,Pop,27,Yes,YouTube Music,Germany,Free,High,Mobile,Night,71
383,Male,33,Jazz,27,Yes,Apple Music,Brazil,Premium,Medium,Tablet,Afternoon,25
384,Male,29,K-Pop,9,No,YouTube Music,India,Family,High,Tablet,Evening,88
385,Male,44,Traditional,7,No,NetEase Cloud,India,Family,High,Mobile,Morning,7
386,Male,36,EDM,19,No,Apple Music,Brazil,Free,Medium,Mobile,Night,8
387,Female,39,Oldies,27,Yes,NetEase Cloud,Korea,Family,Low,Mobile,Afternoon,9
388,Female,40,Rock,9,No,Amazon Music,Brazil,Free,Low,Tablet,Morning,24
389,Female,39,Chill,26,No,NetEase Cloud,USA,Free,Low,Mobile,Morning,25
390,Male,31,Oldies,7,Yes,Apple Music,Japan,Family,Medium,Mobile,Evening,21
391,Female,23,Pop,10,No,YouTube Music,India,Free,High,PC,Afternoon,39
392,Female,23,K-Pop,27,Yes,Spotify,Australia,Student,Low,PC,Evening,45
393,Female,30,Pop,18,Yes,NetEase Cloud,Korea,Family,Medium,Mobile,Morning,26
394,Female,36,Oldies,28,Yes,YouTube Music,USA,Premium,Medium,Mobile,Night,33
395,Male,39,Pop,6,No,YouTube Music,Japan,Free,Medium,Tablet,Evening,6
396,Male,25,Chill,22,Yes,YouTube Music,France,Family,Low,Mobile,Afternoon,85
397,Female,44,Jazz,10,Yes,Apple Music,India,Premium,Medium,Mobile,Afternoon,15
398,Female,44,Traditional,28,Yes,NetEase Cloud,France,Free,Low,Mobile,Morning,18
399,Female,19,Pop,9,Yes,Spotify,Brazil,Premium,High,Mobile,Afternoon,70
400,Female,38,Oldies,18,Yes,Amazon Music,Japan,Free,Medium,Tablet,Evening,5
401,Female,18,Pop,21,Yes,Spotify,France,Family,Medium,Mobile,Evening,89
402,Female,45,Traditional,15,Yes,NetEase Cloud,China,Premium,Low,Mobile,Night,9
403,Female,32,J-Pop,5,Yes,Apple Music,Germany,Premium,Low,Mobile,Morning,23
404,Female,18,Rock,14,Yes,Apple Music,Japan,Premium,Low,PC,Morning,87
405,Female,22,J-Pop,13,No,YouTube Music,USA,Family,High,PC,Evening,46
406,Male,45,EDM,24,No,NetEase Cloud,Korea,Free,Low,Mobile,Morning,8
407,Female,33,EDM,16,Yes,Amazon Music,India,Family,Medium,Mobile,Evening,18
408,Male,36,Traditional,30,Yes,Amazon Music,Germany,Premium,High,Mobile,Evening,17
409,Male,21,Traditional,5,No,Apple Music,India,Premium,Low,PC,Night,64
410,Female,20,J-Pop,28,Yes,Apple Music,Brazil,Premium,Low,Tablet,Evening,56
411,Female,34,Traditional,22,No,Amazon Music,UK,Family,Medium,Mobile,Evening,23
412,Male,34,Chill,16,Yes,Amazon Music,Brazil,Premium,Medium,Mobile,Night,28
413,Male,29,Pop,6,Yes,Apple Music,USA,Free,Low,Tablet,Morning,38
414,Female,45,Oldies,5,No,Apple Music,Brazil,Free,High,Mobile,Evening,10
415,Male,31,Oldies,5,No,NetEase Cloud,China,Family,Low,Tablet,Afternoon,36
416,Female,38,Traditional,29,Yes,Apple Music,Japan,Free,High,Tablet,Night,9
417,Female,23,Pop,5,Yes,YouTube Music,France,Family,Medium,PC,Morning,82
418,Male,20,EDM,26,No,Apple Music,Korea,Family,Medium,PC,Night,99
419,Female,45,Pop,16,Yes,Apple Music,France,Premium,High,Mobile,Evening,8
420,Male,26,Rock,11,No,Apple Music,China,Family,High,Tablet,Morning,67
421,Female,22,Rock,8,Yes,YouTube Music,France,Premium,Medium,Mobile,Afternoon,50
422,Female,41,Traditional,25,Yes,Apple Music,Japan,Free,High,Mobile,Night,14
423,Male,34,Traditional,24,Yes,Apple Music,USA,Free,Medium,Mobile,Afternoon,29
424,Male,31,Oldies,8,No,Amazon Music,India,Premium,Low,Mobile,Night,22
425,Female,38,Oldies,30,Yes,Amazon Music,USA,Premium,High,Mobile,Evening,26
426,Female,20,Pop,19,Yes,YouTube Music,Japan,Free,High,PC,Night,77
427,Male,45,Jazz,5,Yes,Amazon Music,Japan,Family,Medium,Mobile,Afternoon,10
428,Female,18,Pop,10,No,YouTube Music,Korea,Student,High,PC,Night,68
429,Male,37,Jazz,18,No,Apple Music,France,Premium,High,Mobile,Evening,22
430,Male,38,Traditional,30,No,Apple Music,France,Premium,Low,Mobile,Evening,25
431,Male,40,Oldies,18,No,NetEase Cloud,India,Premium,Medium,Mobile,Night,36
432,Female,18,Rock,14,Yes,Apple Music,Australia,Family,High,PC,Morning,72
433,Male,20,Rock,11,No,Apple Music,Brazil,Family,Low,Tablet,Evening,100
434,Female,35,J-Pop,27,Yes,NetEase Cloud,Germany,Premium,Low,Tablet,Night,10
435,Male,42,Chill,28,Yes,NetEase Cloud,Germany,Free,Low,Mobile,Evening,32
436,Female,27,Oldies,27,Yes,YouTube Music,UK,Family,High,PC,Evening,88
437,Female,39,Oldies,26,No,NetEase Cloud,USA,Premium,Medium,Tablet,Evening,6
438,Male,43,Traditional,16,No,YouTube Music,Germany,Family,Low,Mobile,Evening,36
439,Male,20,J-Pop,28,Yes,Apple Music,Germany,Free,High,Tablet,Evening,94
440,Male,25,J-Pop,23,No,Apple Music,UK,Family,Medium,Tablet,Evening,80
441,Female,31,J-Pop,13,No,NetEase Cloud,Germany,Free,Medium,Mobile,Morning,32
442,Female,41,Traditional,7,No,Amazon Music,UK,Family,Low,Mobile,Morning,17
443,Female,35,Oldies,8,Yes,NetEase Cloud,Korea,Premium,High,Mobile,Evening,25
444,Male,32,EDM,17,No,NetEase Cloud,Japan,Premium,Low,Tablet,Morning,29
445,Male,39,Oldies,14,No,Apple Music,China,Premium,Medium,Mobile,Evening,5
446,Male,40,Oldies,18,No,NetEase Cloud,Korea,Free,High,Mobile,Evening,39
447,Male,19,K-Pop,10,Yes,YouTube Music,India,Student,Low,Tablet,Night,41
448,Male,44,Traditional,12,Yes,Apple Music,France,Free,Medium,Tablet,Afternoon,34
449,Female,27,EDM,23,Yes,Apple Music,France,Family,High,PC,Morning,47
450,Male,19,K-Pop,14,Yes,Apple Music,France,Premium,High,PC,Afternoon,81
451,Female,43,Pop,26,Yes,YouTube Music,Korea,Family,Low,Mobile,Evening,30
452,Male,34,Pop,9,No,Amazon Music,France,Free,Low,Tablet,Night,31
453,Male,25,Pop,9,No,Spotify,USA,Premium,Medium,Mobile,Evening,95
454,Male,18,Rock,9,No,YouTube Music,Brazil,Family,Low,PC,Evening,30
455,Male,26,Jazz,13,Yes,Spotify,Australia,Family,High,PC,Night,55
456,Male,28,Jazz,27,Yes,Spotify,Brazil,Family,Low,Tablet,Night,61
457,Female,39,Jazz,13,Yes,Apple Music,India,Family,High,Mobile,Morning,10
458,Male,33,Traditional,19,Yes,YouTube Music,UK,Free,Medium,Mobile,Night,22
459,Female,24,Rock,13,Yes,Apple Music,Australia,Free,Low,Tablet,Morning,59
460,Female,27,Pop,18,Yes,Apple Music,Brazil,Family,High,Mobile,Morning,36
461,Female,40,Jazz,10,No,Apple Music,USA,Free,Medium,Mobile,Morning,26
462,Female,43,Chill,26,Yes,YouTube Music,Australia,Premium,High,Mobile,Afternoon,17
463,Male,20,Pop,24,Yes,Spotify,Australia,Premium,Medium,Mobile,Afternoon,41
464,Male,35,Chill,12,No,NetEase Cloud,Brazil,Family,Low,Mobile,Morning,23
465,Male,42,Chill,6,No,YouTube Music,Australia,Premium,Medium,Mobile,Morning,20
466,Male,41,Traditional,9,Yes,YouTube Music,India,Premium,High,Mobile,Afternoon,34
467,Male,30,Rock,21,No,Apple Music,Germany,Family,High,Mobile,Morning,28
468,Female,45,Jazz,14,No,Amazon Music,Germany,Free,Medium,Tablet,Evening,21
469,Male,43,Pop,18,No,YouTube Music,Korea,Family,Low,Mobile,Evening,5
470,Male,24,K-Pop,22,Yes,YouTube Music,Brazil,Student,High,Tablet,Night,61
471,Female,42,Pop,5,Yes,YouTube Music,France,Family,Low,Mobile,Morning,37
472,Male,21,Jazz,26,No,Apple Music,India,Free,Medium,PC,Morning,67
473,Male,30,K-Pop,6,Yes,NetEase Cloud,China,Free,Medium,Mobile,Evening,6
474,Female,37,Chill,8,No,NetEase Cloud,Australia,Free,High,Mobile,Morning,24
475,Male,18,K-Pop,17,No,Apple Music,Brazil,Student,High,Tablet,Evening,69
476,Female,25,Rock,20,Yes,YouTube Music,Brazil,Premium,Low,PC,Evening,56
477,Female,31,EDM,9,Yes,Amazon Music,India,Free,Medium,Mobile,Morning,8
478,Male,33,Jazz,27,No,Apple Music,France,Premium,Low,Mobile,Morning,15
479,Female,31,Chill,14,No,Amazon Music,India,Free,Low,Tablet,Evening,12
480,Male,29,Pop,21,No,YouTube Music,Australia,Family,Low,Mobile,Morning,70
481,Male,36,J-Pop,15,No,YouTube Music,Brazil,Free,Medium,Mobile,Morning,34
482,Male,40,Traditional,9,No,YouTube Music,India,Family,Medium,Mobile,Afternoon,15
483,Female,32,Rock,19,No,Amazon Music,India,Family,Low,Mobile,Afternoon,6
484,Female,45,Traditional,8,Yes,Apple Music,China,Free,Low,Mobile,Evening,19
485,Female,19,EDM,11,Yes,Spotify,Japan,Premium,Low,Tablet,Evening,55
486,Female,19,Pop,14,Yes,Apple Music,Germany,Premium,Medium,PC,Night,44
487,Female,40,Jazz,27,Yes,Apple Music,France,Premium,Medium,Tablet,Night,23
488,Female,39,Jazz,28,Yes,Amazon Music,Korea,Family,Medium,Mobile,Evening,9
489,Female,36,Oldies,8,No,Amazon Music,Australia,Premium,Low,Tablet,Afternoon,27
490,Female,42,Oldies,24,No,YouTube Music,USA,Family,Medium,Mobile,Evening,35
491,Female,43,Traditional,30,No,Amazon Music,Korea,Free,Low,Mobile,Evening,8
492,Female,39,Traditional,9,No,Apple Music,Germany,Premium,High,Mobile,Afternoon,33
493,Female,43,Oldies,9,Yes,Apple Music,Korea,Free,Low,Tablet,Night,37
494,Male,43,Jazz,15,Yes,NetEase Cloud,Australia,Free,Medium,Mobile,Evening,35
495,Female,39,Jazz,23,No,YouTube Music,USA,Family,High,Tablet,Night,13
496,Male,34,Traditional,9,Yes,NetEase Cloud,India,Family,High,Mobile,Morning,35
497,Male,37,EDM,25,No,NetEase Cloud,China,Family,High,Mobile,Afternoon,30
498,Male,27,Rock,12,Yes,YouTube Music,Australia,Family,High,PC,Evening,100
499,Male,23,EDM,11,Yes,Apple Music,France,Premium,Low,PC,Evening,60
500,Female,32,Jazz,12,Yes,Apple Music,India,Family,Low,Tablet,Night,19
501,Male,39,Traditional,17,Yes,NetEase Cloud,Japan,Free,Medium,Mobile,Morning,9
502,Male,28,EDM,9,No,YouTube Music,Germany,Premium,Medium,PC,Afternoon,64
503,Male,45,EDM,22,No,Amazon Music,India,Premium,Medium,Tablet,Morning,22
504,Female,22,Oldies,28,No,Spotify,India,Student,Medium,Tablet,Morning,35
505,Male,18,Pop,13,No,Spotify,Korea,Premium,High,PC,Evening,95
506,Male,25,Pop,6,No,Spotify,Brazil,Premium,Medium,Tablet,Night,58
507,Female,38,Chill,20,No,YouTube Music,Brazil,Family,Medium,Tablet,Night,8
508,Female,45,Pop,18,Yes,NetEase Cloud,France,Premium,Low,Mobile,Evening,26
509,Female,29,K-Pop,21,No,YouTube Music,Germany,Premium,High,Tablet,Evening,68
510,Female,29,Rock,10,No,YouTube Music,Japan,Premium,Medium,Tablet,Morning,36
511,Female,22,J-Pop,7,Yes,Apple Music,Korea,Family,High,PC,Night,88
512,Female,24,Pop,21,Yes,Spotify,India,Family,Medium,Tablet,Afternoon,100
513,Female,21,EDM,17,Yes,Spotify,Australia,Premium,High,Tablet,Evening,59
514,Female,23,EDM,10,Yes,Apple Music,France,Premium,High,Tablet,Morning,30
515,Female,30,Rock,12,No,Apple Music,Brazil,Free,Low,Mobile,Night,23
516,Male,37,Jazz,29,No,Amazon Music,Germany,Premium,Medium,Mobile,Evening,27
517,Female,32,Jazz,10,No,NetEase Cloud,China,Free,Medium,Mobile,Morning,13
518,Male,20,Rock,20,Yes,Spotify,India,Free,High,Mobile,Night,42
519,Male,40,Traditional,10,No,Amazon Music,Japan,Premium,Medium,Mobile,Afternoon,10
520,Female,25,Jazz,21,Yes,YouTube Music,Japan,Family,Low,PC,Morning,83
521,Female,37,EDM,25,No,NetEase Cloud,India,Family,High,Mobile,Afternoon,25
522,Female,33,Jazz,7,No,YouTube Music,Korea,Premium,High,Tablet,Morning,14
523,Female,30,Rock,27,No,Apple Music,Brazil,Free,Low,Tablet,Afternoon,35
524,Male,35,Oldies,16,Yes,NetEase Cloud,Korea,Family,Medium,Tablet,Night,21
525,Male,45,Jazz,29,No,NetEase Cloud,USA,Family,High,Mobile,Afternoon,25
526,Female,27,Traditional,10,Yes,Apple Music,UK,Free,High,Tablet,Afternoon,81
527,Male,36,Oldies,25,No,Amazon Music,Japan,Family,Medium,Mobile,Afternoon,34
528,Female,34,Jazz,11,No,NetEase Cloud,Korea,Free,Medium,Mobile,Night,12
529,Male,41,Oldies,15,Yes,YouTube Music,Japan,Premium,Low,Mobile,Evening,32
530,Male,36,Traditional,13,Yes,QQ Music,China,Free,High,Tablet,Evening,33
531,Female,45,Oldies,20,Yes,Amazon Music,Korea,Family,Low,Mobile,Morning,30
532,Female,43,Jazz,9,Yes,NetEase Cloud,India,Premium,Medium,Mobile,Evening,12
533,Male,40,Chill,19,No,Amazon Music,France,Premium,Medium,Mobile,Afternoon,6
534,Female,43,Traditional,25,Yes,Apple Music,Germany,Family,Medium,Mobile,Night,27
535,Male,22,K-Pop,30,No,YouTube Music,Australia,Student,Low,Tablet,Evening,62
536,Female,43,Oldies,8,Yes,Apple Music,India,Family,Low,Mobile,Night,27
537,Female,38,Traditional,9,Yes,YouTube Music,Korea,Free,Medium,Mobile,Afternoon,6
538,Female,40,Traditional,11,No,YouTube Music,Germany,Free,Low,Mobile,Evening,22
539,Female,26,Oldies,7,No,Apple Music,Japan,Premium,High,PC,Morning,67
540,Female,29,Rock,8,No,Apple Music,Japan,Premium,Low,PC,Morning,91
541,Female,38,Oldies,29,Yes,Apple Music,Australia,Family,Low,Mobile,Afternoon,24
542,Female,18,EDM,19,Yes,Apple Music,Australia,Free,High,PC,Night,96
543,Male,43,Traditional,6,Yes,YouTube Music,Brazil,Premium,Low,Tablet,Afternoon,12
544,Female,43,Oldies,28,Yes,NetEase Cloud,UK,Family,Low,Mobile,Evening,32
545,Male,18,Rock,29,No,Spotify,Brazil,Student,High,Mobile,Night,99
546,Female,32,Oldies,9,Yes,Amazon Music,India,Free,Low,Tablet,Night,19
547,Male,19,EDM,11,No,Apple Music,USA,Premium,Low,Mobile,Night,55
548,Female,39,EDM,26,No,Amazon Music,France,Family,Low,Tablet,Night,25
549,Female,33,Chill,21,No,Apple Music,USA,Family,Low,Tablet,Evening,8
550,Male,42,Jazz,12,No,Apple Music,France,Premium,High,Tablet,Night,26
551,Female,25,Pop,13,Yes,Spotify,Japan,Premium,High,Tablet,Night,86
552,Female,30,Rock,14,Yes,YouTube Music,Brazil,Free,Low,Mobile,Afternoon,9
553,Female,38,Chill,15,No,YouTube Music,Korea,Premium,Low,Mobile,Morning,15
554,Female,18,K-Pop,5,Yes,YouTube Music,India,Student,High,Tablet,Night,85
555,Female,33,Oldies,19,No,YouTube Music,Korea,Premium,High,Tablet,Morning,40
556,Male,24,EDM,12,No,Spotify,USA,Student,Medium,Mobile,Night,57
557,Female,22,Jazz,23,No,Apple Music,Korea,Premium,High,Tablet,Night,36
558,Male,39,Jazz,16,No,NetEase Cloud,UK,Free,Low,Mobile,Afternoon,29
559,Male,40,Jazz,10,No,NetEase Cloud,Brazil,Family,High,Mobile,Morning,17
560,Male,20,Jazz,14,No,Spotify,Japan,Student,Low,Tablet,Afternoon,54
561,Male,29,Rock,28,Yes,Spotify,India,Premium,High,Tablet,Evening,86
562,Male,43,Traditional,9,No,NetEase Cloud,India,Free,High,Tablet,Morning,39
563,Male,33,Traditional,28,Yes,NetEase Cloud,Australia,Free,High,Tablet,Morning,25
564,Male,36,Chill,11,No,NetEase Cloud,Japan,Family,Low,Tablet,Afternoon,19
565,Male,22,Traditional,11,No,Apple Music,Brazil,Free,High,Tablet,Night,39
566,Female,39,EDM,27,Yes,YouTube Music,Germany,Family,High,Mobile,Night,34
567,Male,42,Chill,29,Yes,YouTube Music,Germany,Premium,Medium,Mobile,Evening,32
568,Female,31,Oldies,26,Yes,YouTube Music,USA,Family,Medium,Mobile,Night,13
569,Male,45,Chill,26,No,YouTube Music,Brazil,Free,High,Tablet,Morning,23
570,Male,22,Oldies,13,No,YouTube Music,France,Family,High,PC,Morning,80
571,Female,32,Pop,19,No,NetEase Cloud,USA,Premium,Low,Tablet,Evening,23
572,Male,34,Chill,10,No,Apple Music,Korea,Family,Low,Tablet,Evening,6
573,Female,31,Chill,20,Yes,NetEase Cloud,UK,Family,Medium,Mobile,Afternoon,40
574,Male,37,Oldies,11,No,NetEase Cloud,India,Family,Low,Tablet,Morning,15
575,Female,22,Pop,19,No,Spotify,Australia,Premium,High,PC,Morning,91
576,Female,29,J-Pop,27,Yes,YouTube Music,USA,Free,Medium,Mobile,Evening,82
577,Male,33,Traditional,6,Yes,NetEase Cloud,France,Free,Low,Tablet,Evening,28
578,Male,43,Jazz,12,No,YouTube Music,UK,Premium,Low,Mobile,Morning,33
579,Male,43,Traditional,16,No,NetEase Cloud,USA,Free,High,Tablet,Evening,5
580,Male,33,Chill,15,No,NetEase Cloud,Australia,Family,Low,Mobile,Night,28
581,Female,38,Traditional,10,No,Amazon Music,Japan,Family,Low,Mobile,Afternoon,20
582,Female,24,EDM,24,Yes,Apple Music,UK,Free,Medium,PC,Night,51
583,Female,21,Pop,17,No,Spotify,Australia,Family,Low,Tablet,Afternoon,90
584,Female,18,K-Pop,27,Yes,Apple Music,China,Premium,High,Tablet,Evening,39
585,Female,22,Chill,20,Yes,Apple Music,France,Family,Low,Tablet,Morning,92
586,Female,40,Chill,12,Yes,QQ Music,China,Premium,High,Mobile,Night,28
587,Female,43,Traditional,21,No,Apple Music,Germany,Family,High,Tablet,Night,7
588,Male,27,K-Pop,30,Yes,YouTube Music,Germany,Free,Medium,PC,Evening,32
589,Male,39,Jazz,17,Yes,Apple Music,China,Free,Low,Mobile,Night,27
590,Male,22,J-Pop,8,Yes,YouTube Music,France,Family,High,Tablet,Morning,81
591,Male,21,Oldies,24,Yes,Spotify,Brazil,Premium,High,Tablet,Afternoon,73
592,Male,19,Pop,14,Yes,Apple Music,Japan,Premium,High,Mobile,Night,49
593,Male,37,Traditional,29,No,YouTube Music,Australia,Premium,High,Mobile,Afternoon,39
594,Male,27,Oldies,26,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Afternoon,90
595,Male,43,Chill,24,Yes,Amazon Music,USA,Premium,High,Tablet,Morning,28
596,Female,36,Pop,20,Yes,Apple Music,China,Premium,High,Mobile,Evening,31
597,Male,43,Oldies,21,Yes,YouTube Music,India,Premium,Medium,Mobile,Morning,37
598,Male,18,Pop,12,Yes,Apple Music,Korea,Free,Medium,Tablet,Morning,77
599,Male,41,Traditional,15,No,Amazon Music,France,Free,Medium,Mobile,Afternoon,5
600,Female,22,J-Pop,29,Yes,Spotify,UK,Free,High,Mobile,Evening,48
601,Male,30,K-Pop,9,Yes,Amazon Music,India,Free,High,Mobile,Morning,15
602,Female,21,EDM,25,No,Spotify,India,Family,Low,Mobile,Evening,33
603,Female,33,Jazz,30,Yes,Amazon Music,Germany,Premium,Low,Mobile,Morning,30
604,Male,41,Chill,20,Yes,NetEase Cloud,UK,Free,Low,Mobile,Morning,34
605,Female,33,Jazz,28,Yes,Amazon Music,Australia,Premium,Medium,Mobile,Afternoon,30
606,Male,40,Chill,12,Yes,QQ Music,China,Premium,Low,Mobile,Afternoon,27
